city,region,country,rank display,institution,location code,size,focus,research,age band,status,ar score,er score,fsr score,cpf score,ifr score,isr score,irn score,ger score,score scaled,year,Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index,check_city,longitude,latitude
Chengdu,Asia,China,406,Sichuan University,CN,XL,FC,VH,3,A,18.2,4,14.6,83.5,5.9,5.8,69.2,18.6,28,2023,38.9,11.7,25.9,42.4,24.5,53.4,yes,104.0684471,30.66396397
Kuala Lumpur,Asia,Malaysia,70,Universiti Malaya (UM),MY,L,FC,VH,4,A,79.6,94.9,67.8,39.4,43.6,53,91.8,41.9,67.9,2023,38.7,12.9,26.4,40.2,24.5,84.6,yes,101.6544193,3.121926797
Kuala Lumpur,Asia,Malaysia,284,UCSI University,MY,M,CO,HI,2,C,20.5,54.9,67.1,2.8,72.5,92.7,21.4,74.3,36.1,2023,38.7,12.9,26.4,40.2,24.5,84.6,yes,101.7295071,3.081340538
Krakow,Europe,Poland,293,Jagiellonian University,PL,XL,FC,VH,5,A,38,55.1,62.6,6.6,5,11.9,82.8,33,35.6,2023,38.6,16,27.8,30.8,34,64,no,19.93032328,50.06106447
Guangzhou,Asia,China,267,Sun Yat-sen University,CN,XL,FC,VH,4,A,34.4,32.5,52.6,46,2.9,5,75.7,17.7,37.3,2023,38.4,16.5,27.9,38.5,27.4,74.7,yes,120.2627998,22.63469054
Guangzhou,Asia,China,406,South China University of Technology,CN,XL,CO,VH,3,A,10.7,3.5,18.6,93.7,10.5,4.6,65.1,28.9,28,2023,38.4,16.5,27.9,38.5,27.4,74.7,yes,113.3421081,23.15132597
Rio de Janeiro,Latin America,Brazil,333,Universidade Federal do Rio de Janeiro,BR,XL,FC,VH,5,A,58.1,25.3,19.3,8.9,9.2,1.6,77,52.2,32.1,2023,38.2,11.3,25.3,30.8,29.6,23.2,yes,-43.24545842,-22.8987478
Stellenbosch,Africa,South Africa,454,Stellenbosch University,ZA,L,FC,VH,5,A,24.5,35.7,3.6,51.2,21.5,9.1,86.6,53.8,26,2023,37.8,14,26.4,30.1,34.8,83.9,no,18.86187208,-33.93280777
Mexico city,Latin America,Mexico,104,Universidad Nacional Autonoma de Mexico (UNAM),MX,XL,FC,VH,5,A,96,95.1,43.2,2.9,9.3,2.6,91.3,61.5,58,2023,37.3,12.8,25.5,36.6,34,43.5,no,-99.31904371,19.33589489
Monterry,Latin America,Mexico,170,Tecnologico de Monterrey,MX,XL,FC,HI,4,B,48.8,92.8,72.9,2.2,52.9,8.6,65.1,85.6,47.1,2023,37.3,12.8,25.5,36.6,34,43.5,no,-100.3066773,25.6423714
Meixco city,Latin America,Mexico,402,Colegio de Mexico,MX,S,FO,HI,4,A,14.9,3.9,100,1.5,10.1,19.8,1.7,99.6,28.3,2023,37.3,12.8,25.5,36.6,34,43.5,no,-99.20990292,19.30379968
Cape Town,Africa,South Africa,237,University of Cape Town,ZA,L,FC,VH,5,A,43.6,50.7,15.7,44.6,62.1,30.1,95.5,92.8,39.4,2023,37.2,20.4,29.2,30.5,35,75.2,yes,18.45862418,-33.9576519
Minsk,Europe,Belarus,288,Belarusian State University,BY,L,FO,VH,5,A,24.2,39.7,96.8,1.3,3.4,48.2,46.2,29.9,36,2023,37.1,11.5,24.9,32.1,40.3,37.6,yes,27.54304808,53.89300487
Campinas,Latin America,Brazil,210,Universidade Estadual de Campinas (Unicamp),BR,L,FC,VH,4,A,68.7,32.7,11.6,43.2,8.1,3.2,84.1,13.4,42.5,2023,36.3,8.9,23.2,28.3,29.4,42.5,yes,-47.09666452,-22.81900532
Nanjing,Asia,China,133,Nanjing University,CN,XL,FC,VH,5,A,57.7,17.7,32.3,96.1,54,8.2,74.9,29.6,53.9,2023,35.9,14.1,25.5,38.7,21.4,72,yes,118.7763853,32.05683907
Nanjing,Asia,China,461,Southeast University,CN,XL,FC,VH,3,A,11.1,6,29.5,68.7,10.4,3.9,62.1,5.2,25.5,2023,35.9,14.1,25.5,38.7,21.4,72,yes,118.7916351,32.05598097
Lima,Latin America,Peru,363,Pontificia Universidad Catolica del Peru,PE,L,FO,VH,5,B,43.8,63.2,27.7,1.8,4.3,1.5,34.5,48.9,30.2,2023,35.8,14.8,25.7,32.7,25.8,33,yes,-77.08070692,-12.06895214
Seri Kembangan,Asia,Malaysia,123,Universiti Putra Malaysia (UPM),MY,L,FC,VH,3,A,56.8,59.2,75.4,19.5,44.2,92.7,85,6.2,54.7,2023,35,9.8,22.9,36.7,20.5,65.7,no,101.7030556,2.999540996
Bangi,Asia,Malaysia,129,Universiti Kebangsaan Malaysia (UKM),MY,L,FC,VH,4,A,57.9,62,93.1,9.4,42.8,38.7,76.5,5.6,54.2,2023,35,9.8,22.9,36.7,20.5,65.7,no,101.6634593,3.046820855
Gelugor,Asia,Malaysia,143,Universiti Sains Malaysia (USM),MY,L,FC,VH,4,A,59.7,66.6,65.2,13.4,25.4,75.3,79.6,6,51.6,2023,35,9.8,22.9,36.7,20.5,65.7,no,99.69091525,4.339778754
Skudai,Asia,Malaysia,203,Universiti Teknologi Malaysia ,MY,L,CO,VH,3,A,44.5,55.9,46.3,28.6,12,77.2,82.9,13.1,43,2023,35,9.8,22.9,36.7,20.5,65.7,no,103.6343899,1.558512798
Subang Jaya,Asia,Malaysia,284,Taylor's University,MY,S,FO,VH,2,C,21.5,80,55.1,6.6,42.4,97.5,34.9,28,36.1,2023,35,9.8,22.9,36.7,20.5,65.7,no,97.5169598,3.683195963
Seri Iskandar,Asia,Malaysia,361,Universiti Teknologi PETRONAS (UTP),MY,S,SP,VH,3,B,16.4,29.8,31.8,46,85.2,18.4,65.5,10.6,30.4,2023,35,9.8,22.9,36.7,20.5,65.7,no,100.9686336,4.383627596
Sintok,Asia,Malaysia,481,Universiti Utara Malaysia (UUM),MY,L,SP,VH,3,A,19.4,23.3,42.6,6.1,20.3,76,23.7,6.5,24.8,2023,35,9.8,22.9,36.7,20.5,65.7,no,99.78542106,4.806777144
Sao Paulo,Latin America,Brazil,441,Universidade Federal de Sao Paulo,BR,L,FC,VH,4,A,11.3,4.8,98.2,6.6,5.6,1.5,45.3,3.1,26.4,2023,34.7,8.3,22.1,29.3,26.4,28.7,no,-46.65133646,-23.59527456
Istanbul,Asia,Turkey,477,Koc University,TR,M,FC,HI,3,B,20.4,36.3,31.2,23.4,30.3,10.6,42.6,24,24.9,2023,34.6,15.8,25.6,28.1,27.1,28.5,yes,28.83012138,41.11443872
Tehran,Asia,Iran,380,Sharif University of Technology,IR,M,FO,VH,4,A,11.6,31.8,7.7,98.3,8,1.3,52.3,82,29.6,2023,33.2,18.3,26.1,23.9,24.3,18.9,yes,51.34912838,35.70364907
Tehran,Asia,Iran,443,Amirkabir University of Technology,IR,M,FO,VH,4,A,5,23.4,4.9,99.6,15.7,2.4,62.6,39.9,26.3,2023,33.2,18.3,26.1,23.9,24.3,18.9,yes,51.40689308,35.70411197
Buenos Aires,Latin America,Argentina,67,Universidad de Buenos Aires (UBA),AR,XL,FC,VH,5,A,92.3,94,76,1.8,63.7,68.9,63,34.3,68.9,2023,31.6,9,20.8,25.7,27.3,33.4,yes,-58.96010955,-34.5386959
Buenos Aires,Latin America,Argentina,323,Pontificia Universidad Catolica Argentina,AR,L,FC,MD,4,B,20.4,43.3,99.8,1.1,2.3,7.4,8.5,26.1,33.3,2023,31.6,9,20.8,25.7,27.3,33.4,yes,-74.2230678,-33.31851
Buenos Aires,Latin America,Argentina,390,Universidad de Palermo (UP),AR,S,FO,MD,3,B,9.7,9.9,87.8,1.1,29.4,96.7,4,11.8,29.1,2023,31.6,9,20.8,25.7,27.3,33.4,yes,-58.4343867,-34.58856217
Buenos Aires,Latin America,Argentina,461,Universidad de Belgrano,AR,M,CO,MD,4,B,9.4,17.4,89.8,1,6.4,28.4,,6.5,25.5,2023,31.6,9,20.8,25.7,27.3,33.4,yes,-58.44584132,-34.56471537
Bandung,Asia,Indonesia,235,Bandung Institute of Technology (ITB),ID,L,CO,VH,5,A,43.7,54.3,62.2,2.3,66.6,3.1,21.5,41.6,39.5,2023,31.4,6.1,19.3,32.6,14.6,25.2,yes,107.6080842,-6.89147999
Yogyakarta,Asia,Indonesia,231,Gadjah Mada University,ID,XL,FC,HI,4,A,49.1,55.1,62.3,1.6,39.2,2,28.8,36.2,40.2,2023,31.2,8.3,20.2,33.1,16,27.5,no,110.3678526,-7.76650302
Depok,Asia,Indonesia,248,Universitas Indonesia,ID,XL,FC,VH,4,A,47.5,62.4,44.9,1.9,72.7,4.7,40.3,35.8,38.7,2023,31.2,8.3,20.2,33.1,16,27.5,no,106.753467,-6.280460256
Pilar,Latin America,Argentina,432,Universidad Austral,AR,S,FO,HI,3,B,17.5,32.7,77.9,1.8,2.7,9.5,3.6,11.5,27,2023,31.2,6.9,19.5,25.7,26.8,36.8,no,-58.95799361,-34.521629
Bogor,Asia,Indonesia,449,Bogor Agricultural University,ID,L,CO,VH,4,A,19.6,28.5,60.7,1.7,54.6,3.3,21.6,11.6,26.2,2023,31.2,8.3,20.2,33.1,16,27.5,no,106.7207479,-6.55394839
Almaty,Asia,Kazakhstan,150,Al-Farabi Kazakh National University,KZ,L,FC,HI,4,A,49.1,76.9,98.3,1.3,30.5,34.6,35.3,12.3,50.8,2023,30.9,17.3,24.4,27,30.4,35.7,yes,76.92000558,43.22526017
Almaty,Asia,Kazakhstan,405,Satbayev University,KZ,M,FO,VH,4,A,18.7,28.9,79.7,1.3,22.8,4.1,12,13.7,28.1,2023,30.9,17.3,24.4,27,30.4,35.7,yes,76.92799018,43.23668992
Almaty,Asia,Kazakhstan,481,Kazakh National Agrarian University KazNAU,KZ,M,SP,LO,4,A,14.7,13.8,73.5,1.1,29.2,19.9,5.8,15.8,24.8,2023,30.9,17.3,24.4,27,30.4,35.7,yes,76.95030178,43.24195267
Surabaya,Asia,Indonesia,369,Airlangga University,ID,L,FC,HI,4,A,30.8,60.9,48.3,1.3,26,3,14.5,10,29.9,2023,30,6.5,18.7,30.8,13.4,29.5,yes,112.7520379,-7.26902918
Nur-Sultan,Asia,Kazakhstan,277,L.N. Gumilyov Eurasian National University (ENU),KZ,L,FO,VH,3,A,25.1,37.8,98.8,1.4,48.8,7,14.3,11.4,36.8,2023,28.1,11.5,20.2,25,26.4,38.1,no,71.46487448,51.15814467
Shymkent,Asia,Kazakhstan,443,Auezov South Kazakhstan University (SKU),KZ,L,CO,MD,4,A,11.8,13.7,90.5,1,15,21.3,2.7,10.8,26.3,2023,28.1,11.5,20.2,25,26.4,38.1,no,69.58825308,42.32042057
Bangalore,Asia,India,155,Indian Institute of Science,IN,S,SP,VH,5,A,37.6,22.9,56.3,100,11.7,1.9,46,14.8,49.5,2023,25.7,7.9,17.2,26.5,19.8,96,yes,77.56514108,13.01438809
Mumbai,Asia,India,172,Indian Institute of Technology Bombay (IITB),IN,L,CO,VH,4,A,53.3,86.5,25.8,55.1,3.9,1.6,58,76.7,46.7,2023,25.7,17,21.5,25.7,21.7,46.6,yes,72.91253118,19.13306048
Bogota,Latin America,Colombia,220,Universidad de los Andes,CO,L,FC,HI,4,B,62.9,95,19.5,6.1,30.5,1.8,56.9,66.1,41.6,2023,24.5,9.3,17.2,23.2,17.9,28.9,yes,-92.98593944,-13.363895
Bogota,Latin America,Colombia,243,Universidad Nacional de Colombia,CO,XL,FC,HI,5,A,67.5,93.4,6.1,3.6,7.2,1.5,58.6,36.3,38.9,2023,24.5,9.3,17.2,23.2,17.9,28.9,yes,-86.89858747,6.9517808
Bogota,Latin America,Colombia,382,Pontificia Universidad Javeriana,CO,L,FC,HI,5,B,41,82.4,20.1,1.8,4.9,1.9,27.6,37.2,29.5,2023,24.5,9.3,17.2,23.2,17.9,28.9,yes,-74.06723943,4.628487495
Cairo,Africa,Egypt,416,The American University in Cairo,EG,M,CO,HI,5,B,28.3,20.2,40.8,4.1,96.1,4.3,21.9,92.5,27.5,2023,24.1,5.6,15.2,21,20.9,22.9,yes,31.20491004,30.05620659
Guwahati,Asia,India,384,Indian Institute of Technology Guwahati (IITG),IN,M,CO,VH,3,A,15.1,16.9,9.5,96.3,3.4,1.3,36.6,23.5,29.3,2023,23.8,3.8,14.2,24.1,19.1,57.2,yes,91.54647655,26.13639182
Chennai,Asia,India,250,Indian Institute of Technology Madras (IITM),IN,M,CO,VH,4,A,38,58.3,27.6,58.3,2.8,1.4,41.4,76.1,38.6,2023,23.3,5.7,14.8,24.7,16.4,62.5,yes,80.23111578,12.99149289
New Delhi,Asia,India,174,Indian Institute of Technology Delhi (IITD),IN,M,CO,VH,4,A,49,79.2,27.7,65.2,2.6,1.7,42.2,84.8,46.5,2023,22.4,5.5,14.3,23.3,15.7,64.6,no,76.95770545,28.5664958
Kanpur,Asia,India,264,Indian Institute of Technology Kanpur (IITK),IN,M,CO,VH,4,A,32.6,49.3,17.4,79,2.3,1.2,25.9,73.8,37.6,2023,22.4,5.5,14.3,23.3,15.7,64.6,no,80.23032508,26.51233878
Kharagpur,Asia,India,270,Indian Institute of Technology Kharagpur (IIT-KGP),IN,M,FO,VH,4,A,30.2,48.3,13,86.4,3.7,1.1,52.4,65.6,37.2,2023,22.4,5.5,14.3,23.3,15.7,64.6,no,87.30795618,22.31492738
Roorkee,Asia,India,369,Indian Institute of Technology Roorkee (IITR),IN,M,FO,VH,5,A,16,23.9,9.6,94.5,1.1,2.5,35.6,18.4,29.9,2023,22.4,5.5,14.3,23.3,15.7,64.6,no,77.88534131,29.8669141
Indore,Asia,India,396,Indian Institute of Technology Indore (IIT Indore),IN,S,FO,VH,2,A,4.7,4.3,42.1,88.7,2.5,,23.8,37.2,28.7,2023,22.4,4,13.6,23.4,15.1,64.1,yes,75.76868833,22.574782
Islamabad,Asia,Pakistan,334,National University of Sciences And Technology (NUST) Islamabad,PK,L,CO,VH,3,A,18.2,67.7,77,9.6,3,5.7,55.5,14.6,32,2023,19.7,5.6,12.9,16.3,14.9,28,yes,72.99042608,33.64248877
Islamabad,Asia,Pakistan,363,Quaid-i-Azam University,PK,M,CO,VH,4,A,15.4,38.4,2.6,95.8,3.8,2.6,59.2,16.6,30.2,2023,19.7,5.6,12.9,16.3,14.9,28,yes,73.13554608,33.74764797
Islamabad,Asia,Pakistan,390,Pakistan Institute of Engineering and Applied Sciences (PIEAS),PK,S,FO,VH,3,A,5.2,8.2,86.4,44.1,,,23.4,91.2,29.1,2023,19.7,5.6,12.9,16.3,14.9,28,yes,73.26200858,33.65581767
Prague,Europe,Czechia,358,"University of Chemistry and Technology, Prague",CZ,S,FO,VH,4,A,6.5,7.9,99.7,13,28.3,61.2,35.2,44.1,30.6,2023,,,,,,,no,14.38727528,50.10333867
